sample	unit	library	flowcell	platform	lane	sample_id	barcode	fq1	fq2	kb1	kb2
22N13734	1	Plate1	HC53KDSX7	ILLUMINA	4	22N13734	22N13734-22N13734-Plate1	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13734_S128_L004_R1_001.fastq.gz	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13734_S128_L004_R2_001.fastq.gz	1478469.746	1546511.247
22N13742	1	Plate1	HC53KDSX7	ILLUMINA	4	22N13742	22N13742-22N13742-Plate1	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13742_S129_L004_R1_001.fastq.gz	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13742_S129_L004_R2_001.fastq.gz	1615766.587	1690444.436
22N13744	1	Plate1	HC53KDSX7	ILLUMINA	4	22N13744	22N13744-22N13744-Plate1	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13744_S130_L004_R1_001.fastq.gz	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13744_S130_L004_R2_001.fastq.gz	1458351.566	1531806.825
22N13749	1	Plate1	HC53KDSX7	ILLUMINA	4	22N13749	22N13749-22N13749-Plate1	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13749_S131_L004_R1_001.fastq.gz	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13749_S131_L004_R2_001.fastq.gz	2089271.41	2171494.663
22N13753	1	Plate1	HC53KDSX7	ILLUMINA	4	22N13753	22N13753-22N13753-Plate1	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13753_S132_L004_R1_001.fastq.gz	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13753_S132_L004_R2_001.fastq.gz	2080931.807	2127127.253
22N13754	1	Plate1	HC53KDSX7	ILLUMINA	4	22N13754	22N13754-22N13754-Plate1	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13754_S133_L004_R1_001.fastq.gz	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13754_S133_L004_R2_001.fastq.gz	1513881.941	1548365.29
22N13758	1	Plate1	HC53KDSX7	ILLUMINA	4	22N13758	22N13758-22N13758-Plate1	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13758_S134_L004_R1_001.fastq.gz	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13758_S134_L004_R2_001.fastq.gz	2084222.551	2197311.187
22N13761	1	Plate1	HC53KDSX7	ILLUMINA	4	22N13761	22N13761-22N13761-Plate1	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13761_S135_L004_R1_001.fastq.gz	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13761_S135_L004_R2_001.fastq.gz	2194111.309	2190591.112
22N13766	1	Plate1	HC53KDSX7	ILLUMINA	4	22N13766	22N13766-22N13766-Plate1	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13766_S136_L004_R1_001.fastq.gz	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13766_S136_L004_R2_001.fastq.gz	2409229.54	2474917.867
22N13767	1	Plate1	HC53KDSX7	ILLUMINA	4	22N13767	22N13767-22N13767-Plate1	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13767_S137_L004_R1_001.fastq.gz	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13767_S137_L004_R2_001.fastq.gz	2499155.67	2619247.234
22N13769	1	Plate1	HC53KDSX7	ILLUMINA	4	22N13769	22N13769-22N13769-Plate1	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13769_S138_L004_R1_001.fastq.gz	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13769_S138_L004_R2_001.fastq.gz	2514967.843	2635442.43
22N13773	1	Plate1	HC53KDSX7	ILLUMINA	4	22N13773	22N13773-22N13773-Plate1	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13773_S139_L004_R1_001.fastq.gz	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13773_S139_L004_R2_001.fastq.gz	3219632.806	3340556.678
22N13774	1	Plate1	HC53KDSX7	ILLUMINA	4	22N13774	22N13774-22N13774-Plate1	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13774_S140_L004_R1_001.fastq.gz	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13774_S140_L004_R2_001.fastq.gz	3172769.203	3378872.179
22N13775	1	Plate1	HC53KDSX7	ILLUMINA	4	22N13775	22N13775-22N13775-Plate1	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13775_S141_L004_R1_001.fastq.gz	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13775_S141_L004_R2_001.fastq.gz	2718704.986	2745384.614
22N13778	1	Plate1	HC53KDSX7	ILLUMINA	4	22N13778	22N13778-22N13778-Plate1	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13778_S142_L004_R1_001.fastq.gz	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13778_S142_L004_R2_001.fastq.gz	2932166.002	2967837.06
22N13787	1	Plate1	HC53KDSX7	ILLUMINA	4	22N13787	22N13787-22N13787-Plate1	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13787_S143_L004_R1_001.fastq.gz	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13787_S143_L004_R2_001.fastq.gz	2225654.563	2336009.801
22N13792	1	Plate1	HC53KDSX7	ILLUMINA	4	22N13792	22N13792-22N13792-Plate1	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13792_S144_L004_R1_001.fastq.gz	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13792_S144_L004_R2_001.fastq.gz	2379005.735	2477594.709
22N13795	1	Plate1	HC53KDSX7	ILLUMINA	4	22N13795	22N13795-22N13795-Plate1	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13795_S145_L004_R1_001.fastq.gz	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13795_S145_L004_R2_001.fastq.gz	2554324.448	2666640.041
22N13796	1	Plate1	HC53KDSX7	ILLUMINA	4	22N13796	22N13796-22N13796-Plate1	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13796_S146_L004_R1_001.fastq.gz	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13796_S146_L004_R2_001.fastq.gz	2610890.565	2740856.481
22N13799	1	Plate1	HC53KDSX7	ILLUMINA	4	22N13799	22N13799-22N13799-Plate1	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13799_S147_L004_R1_001.fastq.gz	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13799_S147_L004_R2_001.fastq.gz	2092094.059	2057762.867
22N13801	1	Plate1	HC53KDSX7	ILLUMINA	4	22N13801	22N13801-22N13801-Plate1	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13801_S148_L004_R1_001.fastq.gz	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13801_S148_L004_R2_001.fastq.gz	2417025.405	2510989.761
22N13802	1	Plate1	HC53KDSX7	ILLUMINA	4	22N13802	22N13802-22N13802-Plate1	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13802_S149_L004_R1_001.fastq.gz	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13802_S149_L004_R2_001.fastq.gz	2050541.243	2063982.439
22N13803	1	Plate1	HC53KDSX7	ILLUMINA	4	22N13803	22N13803-22N13803-Plate1	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13803_S150_L004_R1_001.fastq.gz	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13803_S150_L004_R2_001.fastq.gz	2206057.603	2272333.803
22N13805	1	Plate1	HC53KDSX7	ILLUMINA	4	22N13805	22N13805-22N13805-Plate1	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13805_S151_L004_R1_001.fastq.gz	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13805_S151_L004_R2_001.fastq.gz	2192963.099	2252757.034
22N13807	1	Plate1	HC53KDSX7	ILLUMINA	4	22N13807	22N13807-22N13807-Plate1	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13807_S152_L004_R1_001.fastq.gz	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13807_S152_L004_R2_001.fastq.gz	1738790.833	1790804.08
22N13808	1	Plate1	HC53KDSX7	ILLUMINA	4	22N13808	22N13808-22N13808-Plate1	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13808_S153_L004_R1_001.fastq.gz	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13808_S153_L004_R2_001.fastq.gz	2500063.094	2585205.867
22N13809	1	Plate1	HC53KDSX7	ILLUMINA	4	22N13809	22N13809-22N13809-Plate1	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13809_S154_L004_R1_001.fastq.gz	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13809_S154_L004_R2_001.fastq.gz	2599115.18	2727491.559
22N13841	1	Plate1	HC53KDSX7	ILLUMINA	4	22N13841	22N13841-22N13841-Plate1	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13841_S156_L004_R1_001.fastq.gz	data/fastqs/LCWG_Novoseq_LOSH_Plate1/LOSH_001_22N13841_S156_L004_R2_001.fastq.gz	1964715.443	1996344.685
